Class,Order,Family,Species,Trade_type,Source
Mammal,Rodentia,Spalacidae,Myospalax myospalax,Prod,IUCN
Mammal,Rodentia,Spalacidae,Rhizomys pruinosus,Prod,IUCN
Mammal,Rodentia,Spalacidae,Rhizomys sinensis,Prod,IUCN
Mammal,Rodentia,Spalacidae,Rhizomys sumatrensis,Prod,IUCN
Mammal,Rodentia,Thryonomyidae,Thryonomys swinderianus,Prod,IUCN
Mammal,Scandentia,Ptilocercidae,Ptilocercus lowii,NA,CITES
Mammal,Scandentia,Tupaiidae,Anathana ellioti,Prod,CITES
Mammal,Scandentia,Tupaiidae,Dendrogale melanura,NA,CITES
Mammal,Scandentia,Tupaiidae,Dendrogale murina,NA,CITES
Mammal,Scandentia,Tupaiidae,Tupaia belangeri,Pet,CITES
Mammal,Scandentia,Tupaiidae,Tupaia chrysogaster,NA,CITES
Mammal,Scandentia,Tupaiidae,Tupaia dorsalis,NA,CITES
Mammal,Scandentia,Tupaiidae,Tupaia everetti,Prod,CITES
Mammal,Scandentia,Tupaiidae,Tupaia glis,"Pet, Prod",CITES
Mammal,Scandentia,Tupaiidae,Tupaia gracilis,NA,CITES
Mammal,Scandentia,Tupaiidae,Tupaia javanica,Prod,CITES
Mammal,Scandentia,Tupaiidae,Tupaia longipes,NA,CITES
Mammal,Scandentia,Tupaiidae,Tupaia minor,"Pet, Prod",CITES
Mammal,Scandentia,Tupaiidae,Tupaia montana,"Pet, Prod",CITES
Mammal,Scandentia,Tupaiidae,Tupaia nicobarica,Pet,CITES
Mammal,Scandentia,Tupaiidae,Tupaia palawanensis,Pet,CITES
Mammal,Scandentia,Tupaiidae,Tupaia picta,Pet,CITES
Mammal,Scandentia,Tupaiidae,Tupaia splendidula,NA,CITES
Mammal,Scandentia,Tupaiidae,Tupaia tana,"Pet, Prod",CITES
Mammal,Tubulidentata,Orycteropodidae,Orycteropus afer,"Pet, Prod","IUCN, CITES"
Reptile,Amphisbaenia,Amphisbaenidae,Cynisca feae,Prod,IUCN
Reptile,Amphisbaenia,Bipedidae,Bipes biporus,NA,IUCN
Reptile,Amphisbaenia,Trogonophiidae,Diplometopon zarudnyi,Pet,IUCN
Reptile,Rhynchocephalia,Sphenodontidae,Sphenodon punctatus,"Pet, Prod",CITES
Reptile,Sauria,Agamidae,Acanthosaura titiwangsaensis,NA,IUCN
Reptile,Sauria,Agamidae,Agama africana,Prod,IUCN
Reptile,Sauria,Agamidae,Agama kaimosae,NA,IUCN
Reptile,Sauria,Agamidae,Agama montana,Pet,IUCN
Reptile,Sauria,Agamidae,Agama mwanzae,NA,IUCN
Reptile,Sauria,Agamidae,Agama spinosa,Pet,IUCN
Reptile,Sauria,Agamidae,Chlamydosaurus kingii,NA,IUCN
Reptile,Sauria,Agamidae,Cryptagama aurita,Pet,IUCN
Reptile,Sauria,Agamidae,Ctenophorus caudicinctus,Pet,IUCN
Reptile,Sauria,Agamidae,Ctenophorus fionni,Pet,IUCN
Reptile,Sauria,Agamidae,Ctenophorus nuchalis,Pet,IUCN
Reptile,Sauria,Agamidae,Ctenophorus pictus,Pet,IUCN
Reptile,Sauria,Agamidae,Ctenophorus vadnappa,Pet,IUCN
Reptile,Sauria,Agamidae,Draco bimaculatus,NA,IUCN
Reptile,Sauria,Agamidae,Draco cyanopterus,Prod,IUCN
Reptile,Sauria,Agamidae,Draco guentheri,NA,IUCN
Reptile,Sauria,Agamidae,Draco reticulatus,NA,IUCN
Reptile,Sauria,Agamidae,Gonocephalus abbotti,Pet,IUCN
Reptile,Sauria,Agamidae,Gonocephalus bellii,NA,IUCN
Reptile,Sauria,Agamidae,Gonocephalus semperi,Pet,IUCN
Reptile,Sauria,Agamidae,Gonocephalus sophiae,Pet,IUCN
Reptile,Sauria,Agamidae,Hydrosaurus pustulatus,NA,IUCN
Reptile,Sauria,Agamidae,Hypsilurus geelvinkianus,NA,IUCN
Reptile,Sauria,Agamidae,Hypsilurus macrolepis,NA,IUCN
Reptile,Sauria,Agamidae,Intellagama lesueurii,NA,IUCN
Reptile,Sauria,Agamidae,Japalura fasciata,Pet,IUCN
Reptile,Sauria,Agamidae,Japalura flaviceps,NA,IUCN
Reptile,Sauria,Agamidae,Leiolepis boehmei,NA,IUCN
Reptile,Sauria,Agamidae,Leiolepis guentherpetersi,NA,IUCN
Reptile,Sauria,Agamidae,Leiolepis guttata,NA,IUCN
Reptile,Sauria,Agamidae,Leiolepis ngovantrii,NA,IUCN
Reptile,Sauria,Agamidae,Leiolepis rubritaeniata,NA,IUCN
Reptile,Sauria,Agamidae,Lophognathus temporalis,NA,IUCN
Reptile,Sauria,Agamidae,Lyriocephalus scutatus,Pet,IUCN
Reptile,Sauria,Agamidae,Moloch horridus,NA,IUCN
Reptile,Sauria,Agamidae,Paralaudakia caucasia,NA,IUCN
Reptile,Sauria,Agamidae,Paralaudakia stoliczkana,NA,IUCN
Reptile,Sauria,Agamidae,Phrynocephalus arabicus,Pet,IUCN
Reptile,Sauria,Agamidae,Pogona barbata,Pet,IUCN
Reptile,Sauria,Agamidae,Pogona henrylawsoni,Pet,IUCN
Reptile,Sauria,Agamidae,Pogona microlepidota,Pet,IUCN
Reptile,Sauria,Agamidae,Pogona minor,Pet,IUCN
Reptile,Sauria,Agamidae,Pogona nullarbor,Pet,IUCN
Reptile,Sauria,Agamidae,Pogona vitticeps,NA,IUCN
Reptile,Sauria,Agamidae,Saara asmussi,NA,CITES
Reptile,Sauria,Agamidae,Saara hardwickii,NA,CITES
Reptile,Sauria,Agamidae,Saara loricata,Pet,"IUCN, CITES"
Reptile,Sauria,Agamidae,Stellagama stellio,Pet,IUCN
Reptile,Sauria,Agamidae,Trapelus boehmei,Pet,IUCN
Reptile,Sauria,Agamidae,Trapelus savignii,Pet,IUCN
Reptile,Sauria,Agamidae,Uromastyx acanthinura,NA,CITES
Reptile,Sauria,Agamidae,Uromastyx aegyptia,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Agamidae,Uromastyx alfredschmidti,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Agamidae,Uromastyx benti,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Agamidae,Uromastyx dispar,NA,CITES
Reptile,Sauria,Agamidae,Uromastyx geyri,NA,"IUCN, CITES"
Reptile,Sauria,Agamidae,Uromastyx macfadyeni,NA,CITES
Reptile,Sauria,Agamidae,Uromastyx nigriventris,NA,CITES
Reptile,Sauria,Agamidae,Uromastyx occidentalis,NA,CITES
Reptile,Sauria,Agamidae,Uromastyx ocellata,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Agamidae,Uromastyx ornata,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Agamidae,Uromastyx princeps,NA,CITES
Reptile,Sauria,Agamidae,Uromastyx shobraki,Pet,"IUCN, CITES"
Reptile,Sauria,Agamidae,Uromastyx thomasi,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Agamidae,Uromastyx yemenensis,Pet,"IUCN, CITES"
Reptile,Sauria,Anguidae,Abronia anzuetoi,Pet,"IUCN, CITES"
Reptile,Sauria,Anguidae,Abronia aurita,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Anguidae,Abronia bogerti,NA,CITES
Reptile,Sauria,Anguidae,Abronia campbelli,Pet,"IUCN, CITES"
Reptile,Sauria,Anguidae,Abronia chiszari,NA,CITES
Reptile,Sauria,Anguidae,Abronia deppii,Pet,"IUCN, CITES"
Reptile,Sauria,Anguidae,Abronia fimbriata,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Anguidae,Abronia frosti,NA,CITES
Reptile,Sauria,Anguidae,Abronia fuscolabialis,NA,CITES
Reptile,Sauria,Anguidae,Abronia gaiophantasma,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Anguidae,Abronia graminea,Pet,"IUCN, CITES"
Reptile,Sauria,Anguidae,Abronia leurolepis,NA,CITES
Reptile,Sauria,Anguidae,Abronia lythrochila,Pet,CITES
Reptile,Sauria,Anguidae,Abronia martindelcampoi,NA,CITES
Reptile,Sauria,Anguidae,Abronia matudai,NA,CITES
Reptile,Sauria,Anguidae,Abronia meledona,Pet,"IUCN, CITES"
Reptile,Sauria,Anguidae,Abronia mitchelli,NA,CITES
Reptile,Sauria,Anguidae,Abronia mixteca,Pet,"IUCN, CITES"
Reptile,Sauria,Anguidae,Abronia montecristoi,NA,CITES
Reptile,Sauria,Anguidae,Abronia oaxacae,NA,CITES
Reptile,Sauria,Anguidae,Abronia ochoterenai,NA,CITES
Reptile,Sauria,Anguidae,Abronia ornelasi,NA,CITES
Reptile,Sauria,Anguidae,Abronia ramirezi,NA,CITES
Reptile,Sauria,Anguidae,Abronia reidi,NA,CITES
Reptile,Sauria,Anguidae,Abronia salvadorensis,NA,CITES
Reptile,Sauria,Anguidae,Abronia smithi,NA,CITES
Reptile,Sauria,Anguidae,Abronia taeniata,Pet,"IUCN, CITES"
Reptile,Sauria,Anguidae,Abronia vasconcelosii,Pet,CITES
Reptile,Sauria,Anguidae,Celestus warreni,NA,IUCN
Reptile,Sauria,Anguidae,Mesaspis moreletii,NA,IUCN
Reptile,Sauria,Carphodactylidae,Nephrurus deleani,NA,IUCN
Reptile,Sauria,Carphodactylidae,Nephrurus levis,NA,IUCN
Reptile,Sauria,Carphodactylidae,Nephrurus sheai,Pet,IUCN
Reptile,Sauria,Carphodactylidae,Nephrurus stellatus,Pet,IUCN
Reptile,Sauria,Carphodactylidae,Nephrurus vertebralis,Pet,IUCN
Reptile,Sauria,Carphodactylidae,Nephrurus wheeleri,NA,IUCN
Reptile,Sauria,Carphodactylidae,Orraya occultus,Pet,IUCN
Reptile,Sauria,Carphodactylidae,Phyllurus amnicola,NA,IUCN
Reptile,Sauria,Carphodactylidae,Phyllurus caudiannulatus,NA,IUCN
Reptile,Sauria,Carphodactylidae,Phyllurus championae,NA,IUCN
Reptile,Sauria,Carphodactylidae,Phyllurus gulbaru,Pet,IUCN
Reptile,Sauria,Carphodactylidae,Phyllurus isis,NA,IUCN
Reptile,Sauria,Carphodactylidae,Phyllurus kabikabi,NA,IUCN
Reptile,Sauria,Carphodactylidae,Phyllurus ossa,Pet,IUCN
Reptile,Sauria,Carphodactylidae,Phyllurus platurus,NA,IUCN
Reptile,Sauria,Carphodactylidae,Saltuarius cornutus,Pet,IUCN
Reptile,Sauria,Carphodactylidae,Saltuarius eximius,NA,IUCN
Reptile,Sauria,Carphodactylidae,Saltuarius salebrosus,Pet,IUCN
Reptile,Sauria,Carphodactylidae,Saltuarius swaini,NA,IUCN
Reptile,Sauria,Carphodactylidae,Saltuarius wyberba,NA,IUCN
Reptile,Sauria,Carphodactylidae,Underwoodisaurus milii,Pet,IUCN
Reptile,Sauria,Chamaeleonidae,Archaius tigris,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Bradypodion atromontanum,NA,CITES
Reptile,Sauria,Chamaeleonidae,Bradypodion caeruleogula,NA,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Bradypodion caffer,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Bradypodion damaranum,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Bradypodion dracomontanum,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Bradypodion gutturale,"Pet, Prod",CITES
Reptile,Sauria,Chamaeleonidae,Bradypodion kentanicum,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Bradypodion melanocephalum,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Bradypodion nemorale,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Bradypodion ngomeense,NA,CITES
Reptile,Sauria,Chamaeleonidae,Bradypodion occidentale,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Bradypodion pumilum,NA,CITES
Reptile,Sauria,Chamaeleonidae,Bradypodion setaroi,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Bradypodion taeniabronchum,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Bradypodion thamnobates,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Bradypodion transvaalense,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Bradypodion ventrale,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Brookesia ambreensis,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Brookesia antakarana,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Brookesia bekolosy,NA,CITES
Reptile,Sauria,Chamaeleonidae,Brookesia betschi,"Pet, Prod",CITES
Reptile,Sauria,Chamaeleonidae,Brookesia bonsi,NA,CITES
Reptile,Sauria,Chamaeleonidae,Brookesia brunoi,NA,CITES
Reptile,Sauria,Chamaeleonidae,Brookesia brygooi,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Brookesia confidens,NA,CITES
Reptile,Sauria,Chamaeleonidae,Brookesia decaryi,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Brookesia dentata,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Brookesia desperata,NA,CITES
Reptile,Sauria,Chamaeleonidae,Brookesia ebenaui,"Pet, Prod",CITES
Reptile,Sauria,Chamaeleonidae,Brookesia exarmata,Prod,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Brookesia griveaudi,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Brookesia karchei,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Brookesia lambertoni,NA,CITES
Reptile,Sauria,Chamaeleonidae,Brookesia lineata,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Brookesia micra,NA,CITES
Reptile,Sauria,Chamaeleonidae,Brookesia minima,"Pet, Prod",CITES
Reptile,Sauria,Chamaeleonidae,Brookesia perarmata,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Brookesia peyrierasi,"Pet, Prod",CITES
Reptile,Sauria,Chamaeleonidae,Brookesia ramanantsoai,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Brookesia stumpffi,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Brookesia superciliaris,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Brookesia therezieni,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Brookesia thieli,"Pet, Prod",CITES
Reptile,Sauria,Chamaeleonidae,Brookesia tristis,NA,CITES
Reptile,Sauria,Chamaeleonidae,Brookesia tuberculata,"Pet, Prod",CITES
Reptile,Sauria,Chamaeleonidae,Brookesia vadoni,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Brookesia valerieae,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Calumma amber,NA,CITES
Reptile,Sauria,Chamaeleonidae,Calumma ambreense,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Calumma andringitraense,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Calumma boettgeri,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Calumma brevicorne,"Pet, Prod",CITES
Reptile,Sauria,Chamaeleonidae,Calumma capuroni,"Pet, Prod",CITES
Reptile,Sauria,Chamaeleonidae,Calumma crypticum,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Calumma cucullatum,"Pet, Prod",CITES
Reptile,Sauria,Chamaeleonidae,Calumma fallax,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Calumma furcifer,"Pet, Prod",CITES
Reptile,Sauria,Chamaeleonidae,Calumma gallus,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Calumma gastrotaenia,"Pet, Prod",CITES
Reptile,Sauria,Chamaeleonidae,Calumma glawi,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Calumma globifer,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Calumma guibei,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Calumma guillaumeti,"Pet, Prod",CITES
Reptile,Sauria,Chamaeleonidae,Calumma hafahafa,NA,CITES
Reptile,Sauria,Chamaeleonidae,Calumma hilleniusi,"Pet, Prod",CITES
Reptile,Sauria,Chamaeleonidae,Calumma jejy,NA,CITES
Reptile,Sauria,Chamaeleonidae,Calumma malthe,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Calumma marojezense,"Pet, Prod",CITES
Reptile,Sauria,Chamaeleonidae,Calumma nasutum,"Pet, Prod",CITES
Reptile,Sauria,Chamaeleonidae,Calumma oshaughnessyi,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Calumma parsonii,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Calumma peltierorum,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Calumma peyrierasi,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Calumma tarzan,NA,CITES
Reptile,Sauria,Chamaeleonidae,Calumma tsaratananense,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Calumma tsycorne,NA,CITES
Reptile,Sauria,Chamaeleonidae,Calumma vatosoa,NA,CITES
Reptile,Sauria,Chamaeleonidae,Calumma vencesi,"Pet, Prod",CITES
Reptile,Sauria,Chamaeleonidae,Calumma vohibola,Pet,CITES
Reptile,Sauria,Chamaeleonidae,Chamaeleo africanus,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Chamaeleo anchietae,"Pet, Prod",CITES
Reptile,Sauria,Chamaeleonidae,Chamaeleo arabicus,"Pet, Prod",CITES
Reptile,Sauria,Chamaeleonidae,Chamaeleo calcaricarens,Pet,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Chamaeleo calyptratus,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Chamaeleo chamaeleon,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Chamaeleo dilepis,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Chamaeleo gracilis,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Chamaeleo laevigatus,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Chamaeleo monachus,Pet,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Chamaeleo namaquensis,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Chamaeleo necasi,Pet,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Chamaeleo senegalensis,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Chamaeleo zeylanicus,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Furcifer angeli,"Pet, Prod",CITES
Reptile,Sauria,Chamaeleonidae,Furcifer antimena,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Furcifer balteatus,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Furcifer belalandaensis,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Furcifer bifidus,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Furcifer campani,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Furcifer cephalolepis,Pet,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Furcifer labordi,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Furcifer lateralis,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Furcifer major,Pet,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Furcifer minor,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Furcifer nicosiai,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Furcifer oustaleti,"Pet, Prod",CITES
Reptile,Sauria,Chamaeleonidae,Furcifer pardalis,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Furcifer petteri,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Furcifer polleni,"Pet, Prod",CITES
Reptile,Sauria,Chamaeleonidae,Furcifer rhinoceratus,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Furcifer timoni,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Furcifer tuzetae,Prod,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Furcifer verrucosus,"Pet, Prod",CITES
Reptile,Sauria,Chamaeleonidae,Furcifer viridis,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Furcifer willsii,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Kinyongia adolfifriderici,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Kinyongia asheorum,NA,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Kinyongia boehmei,Pet,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Kinyongia carpenteri,Pet,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Kinyongia excubitor,Prod,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Kinyongia fischeri,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Kinyongia gyrolepis,NA,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Kinyongia magomberae,NA,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Kinyongia matschiei,Pet,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Kinyongia multituberculata,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Kinyongia oxyrhina,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Kinyongia tavetana,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Kinyongia tenuis,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Kinyongia uluguruensis,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Kinyongia uthmoelleri,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Kinyongia vanheygeni,Prod,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Kinyongia vosseleri,Pet,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Kinyongia xenorhina,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Nadzikambia baylissi,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Nadzikambia mlanjensis,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Palleon lolontany,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Palleon nasus,"Pet, Prod",CITES
Reptile,Sauria,Chamaeleonidae,Rhampholeon acuminatus,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Rhampholeon beraduccii,NA,CITES
Reptile,Sauria,Chamaeleonidae,Rhampholeon boulengeri,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Rhampholeon bruessoworum,NA,CITES
Reptile,Sauria,Chamaeleonidae,Rhampholeon chapmanorum,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Rhampholeon gorongosae,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Rhampholeon marshalli,NA,CITES
Reptile,Sauria,Chamaeleonidae,Rhampholeon maspictus,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Rhampholeon moyeri,Pet,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Rhampholeon nchisiensis,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Rhampholeon nebulauctor,NA,CITES
Reptile,Sauria,Chamaeleonidae,Rhampholeon platyceps,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Rhampholeon spectrum,Pet,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Rhampholeon spinosus,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Rhampholeon temporalis,NA,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Rhampholeon tilburyi,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Rhampholeon uluguruensis,Pet,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Rhampholeon viridis,Prod,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Rieppeleon brachyurus,NA,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Rieppeleon brevicaudatus,Pet,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Rieppeleon kerstenii,Prod,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Trioceros affinis,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Trioceros balebicornutus,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Trioceros bitaeniatus,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Trioceros camerunensis,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Trioceros chapini,"Pet, Prod",CITES
Reptile,Sauria,Chamaeleonidae,Trioceros conirostratus,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Trioceros cristatus,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Trioceros deremensis,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Trioceros ellioti,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Trioceros feae,Pet,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Trioceros fuelleborni,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Trioceros goetzei,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Trioceros hanangensis,NA,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Trioceros harennae,Prod,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Trioceros hoehnelii,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Trioceros incornutus,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Trioceros ituriensis,"Pet, Prod",CITES
Reptile,Sauria,Chamaeleonidae,Trioceros jacksonii,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Trioceros johnstoni,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Trioceros kinangopensis,NA,CITES
Reptile,Sauria,Chamaeleonidae,Trioceros kinetensis,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Trioceros laterispinis,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Trioceros marsabitensis,NA,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Trioceros melleri,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Trioceros montium,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Trioceros narraioca,Prod,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Trioceros ntunte,Prod,CITES
Reptile,Sauria,Chamaeleonidae,Trioceros nyirit,NA,CITES
Reptile,Sauria,Chamaeleonidae,Trioceros oweni,"Pet, Prod","IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Trioceros perreti,Pet,"IUCN, CITES"
Reptile,Sauria,Chamaeleonidae,Trioceros pfefferi,"Pet, Prod","IUCN, CITES"
